Stack,Symbol,Input,Action
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 337 32 70 125 201 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}","else","根据block -> { decls stmts } 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 168 264 306 337 32 70 125 201 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}block","else","根据stmt -> block 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 264 306 337 32 70 125 201 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmt","else","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 306 337 32 70 125 201 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse","{","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 337 32 70 125 201 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{","do","根据decls ->  规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 32 70 125 201 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{decls","do","根据stmts ->  规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 70 125 201 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmts","do","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 125 201 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo","{","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 25 201 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{","id","根据decls ->  规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 25 40 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{decls","id","根据stmts ->  规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 25 40 100","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmts","id","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 25 40 100 10","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsid","=","根据loc -> id 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 25 40 100 16","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc","=","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 25 40 100 16 32","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=","id","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 25 40 100 16 32 66","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=id","-","根据loc -> id 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 25 40 100 16 32 75","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idloc","-","根据factor -> loc 规约"
